,videoId,scanTimestamp,videoExactPublishDate,creatorSubscriberNumber,videoTrendsRanking,videoLengthSeconds,videoType,videoCategory,trendingCountry,exactViewNumber,numberLikes,numberOfComments,isCreatorVerified,videoKeywords,Epoch
0,usTqmg0xNZY,1702825586.4943883,2023-12-15T08:22:26-08:00,7.23M subscribers,0,2246,Now,Entertainment,FR,"1,434,780 views",142K,4.1K,True,"['mcfly', 'carlito', 'golden moustache', 'fatshow', 'badass', 'dab', ""j'effectue"", 'le', 'et', 'on', 'appelle', 'des', 'gens', 'au', 'hasard']",1
1,9RhWXPcKBI8,1702825586.4943883,2023-12-16T09:00:01-08:00,219M subscribers,1,1627,Now,Entertainment,FR,"43,200,400 views",2.4M,45K,True,,1
2,6oLB9vDNvI0,1702825586.4943883,2023-12-15T09:47:00-08:00,2.1M subscribers,0,394,Now,Entertainment,FR,"514,035 views",14K,514,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",1
3,OBgUnwkPivg,1702825586.4943883,2023-12-15T09:22:32-08:00,1.95M subscribers,1,509,Now,People & Blogs,FR,"683,078 views",5.4K,606,False,"['guy marchand', 'hommage', 'patrick sébastien']",1
4,BOQ1FdoBBmI,1702825586.4943883,2023-12-16T00:59:24-08:00,849K subscribers,2,719,Now,Film & Animation,FR,"196,926 views",25K,1K,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",1
5,HCJ2WHNpQqc,1702825586.4943883,2023-12-15T03:00:17-08:00,1.2M subscribers,3,171,Now,Music,FR,"395,732 views",30K,874,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",1
6,Yr4wNWfEVBM,1702825586.4943883,2023-12-16T00:00:16-08:00,199K subscribers,4,1481,Now,People & Blogs,FR,"123,481 views",12K,343,True,,1
7,5jrMwhmYW1A,1702825586.4943883,2023-12-14T07:56:41-08:00,154K subscribers,5,151,Now,Comedy,FR,"732,060 views",38K,1.8K,False,"['malik bentalha', 'encore', 'titanic', 'jamel comedy club', 'marrakech du rire', 'rendez-vous en terre inconnue', 'sketch', 'nouveau', 'spectacle', 'stand-up', 'entier', 'colors', 'jul', 'becan', 'show', 'sch', 'freeze corleone', 'haaarp', 'francais', 'fr', 'niska', 'tv', 'angele', 'kalash', 'chalgoumi', 'praud', 'cnews', ""l'heure de trop"", 'nouveau monde', 'pascal praud', ""l'heure des pros"", 'debat', 'islam', 'parodie', 'israel', 'palestine', 'djellaba', 'islamique', 'vetement', 'lastella', 'zemmour', 'comedy', 'comedie', 'humour', 'rap', 'freestyle', 'booska p', 'interview', 'fougasse', 'streaming', 'react', 'reaction', 'avis']",1
8,TAu19lI1LMg,1702825586.4943883,2023-12-16T01:00:31-08:00,859K subscribers,6,974,Now,Entertainment,FR,"133,006 views",6.7K,184,True,"['motocross', 'électrique', 'stark', 'varg', 'unboxing', 'présentation', 'cross', 'supermoto', 'supermot', 'crossbitume', 'bitume', 'wheeling', 'stunt', 'stoppie', 'electric', 'essai', 'test', 'bikelife']",1
9,sQfMhglH4_g,1702825586.4943883,2023-12-16T01:00:29-08:00,431K subscribers,7,1145,Now,People & Blogs,FR,"70,553 views",6.8K,103,True,"['Stervio', 'fr', 'agriculture', 'nouvelle voiture', 'kangoo', 'nettoyage', 'ferme', 'rabaud', 'balayeuse', 'mecanique']",1
10,oByOOqDerrM,1702825586.4943883,2023-12-15T10:00:06-08:00,1.14M subscribers,8,1800,Now,Entertainment,FR,"293,867 views",21K,310,False,,1
11,EUtsTZK0YuY,1702825586.4943883,2023-12-15T08:00:14-08:00,624K subscribers,9,1106,Now,Entertainment,FR,"665,652 views",18K,1.1K,True,"['jai construit une piece secrete', 'jai construit une piece secrete dans ma maison de noel', 'jai construit une piece secrete maison', 'piece secrete maison', 'piece secrete maison de noel', 'piece secrete']",1
12,jclw_cAtcIg,1702825586.4943883,2023-12-15T09:00:09-08:00,225K subscribers,10,171,Now,Music,FR,"228,689 views",20K,826,False,,1
13,TAKjuokhpyg,1702825586.4943883,2023-12-15T09:00:02-08:00,4.39M subscribers,11,214,Now,Music,FR,"216,722 views",13K,624,False,"['lacrim', 'fugazi', 'en attendant corleone', 'plk', 'plk periph', 'kaaris', 'ninho', 'kerchak ziak', 'kerchak', 'lacrim rap', 'rap francais', 'lacrim baby gang', 'lacrim album', 'rap fr', 'rap', 'tendance rap', 'jul', 'jul alonzo', 'gazo', 'tiakola', 'gazo tiakola', 'zola koba la d', 'zola', 'koba la d', 'jul sdm', 'sdm', 'timal zed', 'mayo ninho', 'pnl']",1
14,CsypIF2PxhU,1702825586.4943883,2023-12-15T09:00:04-08:00,1.5M subscribers,12,1860,Now,Entertainment,FR,"169,062 views",21K,875,True,"['Henry', 'Le Rire jaune', 'Kevin Tran', 'Henry Tran', 'Cyprien', 'Locklear', 'Squeezie', 'Gotaga', 'Doigby', 'Mastu', 'Amixem', 'LOAT', 'Joyca', 'Théodore', 'Amine', ""Amine m'a tué"", 'Francis Ngannou', 'SEB', 'A CONTRE COURANT', 'MMA', 'UFC', 'Jon Jones', 'La sueur', 'RMC SPORT', 'PFL', 'Tyson Fury', 'Boxing', 'Cameroune', 'Documentaire', 'Afrique', 'Seb la frite', 'Léna situation', 'Histoire', 'Mike Tyson', 'Mohammed Ali', 'Boxe anglaise', 'Ciryl Gane', 'Cedric Doumbe', 'Le Flash Back', 'Boxing Academy France']",1
15,iKvxt5kpqK4,1702825586.4943883,2023-12-16T01:14:07-08:00,403K subscribers,13,934,Now,Gaming,FR,"89,028 views",2.6K,79,True,"['minecraft', 'awariz', 'awariz minecraft', 'awaris', 'awa', 'awari', 'awarie', 'awarise', 'awarize', 'avari', 'avarie', 'avarise', 'avariz', 'avarize', 'avaris', 'je rencontre', 'rencontre', 'recontre sur minecraft', 'soeur', 'soeur de talcado', 'talcado', 'talcado soeur', 'talcado awariz', 'talcado sur minecraft', 'awariz et talcado minecraft']",1
16,n_Dd7h_7cOM,1702825586.4943883,2023-12-15T09:00:47-08:00,987K subscribers,14,181,Now,Music,FR,"212,724 views",7.3K,189,False,"['filtré', 'timal filtré', 'timal gazo', 'gazo filtré', 'timal', 'timal caméléon', 'booba caméléon', 'timal booba', 'timal gazo filtré', 'timal booba caméléon', 'timal vatos', 'timal chien', 'sdm bolide allemand', 'timal la 15', 'timal la 16', 'timal la 14', 'Timal zed', 'zed timal', 'timal feat zed', 'zed feat timal', 'timal sur écoute', 'sur écoute timal', 'zed sur écoute', 'sur écoute zed', 'timal zed écoute', 'écoute zed timal', 'clip timal zed', 'timal zed clip', 'clip zed timal', 'zed timal clip', 'gazo timal', 'booba timal']",1
17,0VRHcvALBTk,1702825586.4943883,2023-12-14T23:00:00-08:00,194K subscribers,15,322,Now,Howto & Style,FR,"338,703 views",1.8K,,False,,1
18,YG3EhWlBaoI,1702825586.4943883,2023-12-14T18:31:24-08:00,3.21M subscribers,16,209,Now,Music,FR,"8,039,379 views",650K,78K,False,"['Playboi Carti', '2024', 'I AM MUSIC', 'MUSIC']",1
19,-AwEiuiOm7I,1702825586.4943883,2023-12-15T03:10:51-08:00,1.02M subscribers,17,1347,Now,Entertainment,FR,"160,451 views",12K,485,True,,1
20,yqe_CvveRgU,1702825586.4943883,2023-12-15T11:43:16-08:00,409K subscribers,18,1995,Now,Gaming,FR,"91,121 views",5.6K,667,True,"['need for speed', 'nfs', 'need for speed unbound', 'need for speed histoire', 'documentaire', 'déchéance need for speed', 'conkerax', 'jeux vidéo', 'course', 'jeu de course', 'voiture', 'la', 'de', 'speed', 'history', 'need for speed underground', 'most wanted', 'need for speed most wanted remake', 'need for speed underground 2', 'retrogaming francais']",1
21,ULQuu2fU_3w,1702825586.4943883,2023-12-16T02:00:17-08:00,426K subscribers,19,1529,Now,Entertainment,FR,"99,027 views",5.3K,117,True,"['pierre croce', 'benjamin verrecchia', 'lucas studio', 'camille lv', 'la maison', 'maison grise', 'la maison grise', 'fred van long', 'guillaume santin', 'petit voyou', 'pierre croce volume 2', 'valentin squirelo', 'vlog', 'coulisses', 'making-of', 'alaia']",1
22,fnGcuLPlJRU,1702825586.4943883,2023-12-15T11:00:17-08:00,165K subscribers,20,910,Now,Sports,FR,"111,859 views",6.3K,368,False,"['fitness', 'motivation', 'bodybuilding', 'mr. olympia', 'essan', 'stephane', '2023', '2024']",1
23,FTc7QNjjLrQ,1702825586.4943883,2023-12-15T06:00:35-08:00,899K subscribers,21,175,Now,Music,FR,"204,194 views",5.3K,577,False,"['Gambino', 'Gambino Alicante', 'Gambino 2021', 'Gambino Jul', 'alicante', 'jul', 'naps', 'Gambino featuring', 'sous les cocotiers', 'punta cana', 'rio de janeiró', 'Gambino Marseille', 'Gambi', 'Total ndé', 'gombino', 'Wesh wesh', 'Best life', 'Sch', 'Soolking', 'Lacrim', 'Trend', 'Gambino masterclass', 'Dinos', 'gambino', 'règlement de compte', 'kalash', 'booba', 'la faille', 'Tropico', 'Casanova', 'Hit', 'Summer', 'Elrubiusomg', 'Marseille', 'Good bye', 'Alicante', 'Lacrapulerie', 'elgrandetoto', 'morad', 'beny jr', 'sigue']",1
24,mr-1FhjU6xg,1702825586.4943883,2023-12-15T08:59:44-08:00,4.92M subscribers,22,1995,Now,Entertainment,FR,"471,907 views",23K,648,True,"['cyril', 'cyrilmp4', 'pires', 'consoles', 'fake playstation', 'fake consoles', ""j'ai acheté"", 'games', 'ps5', 'fake']",1
25,7RhXyzrxizI,1702825586.4943883,2023-12-15T09:00:10-08:00,430K subscribers,23,1012,Now,Entertainment,FR,"73,724 views",5.4K,532,True,"['Stormette', 'Charlene', 'Sport', 'Fitness', 'Montpellier', 'Maquillage', 'Mode', 'Vlog']",1
26,ho71_Xj6tEc,1702825586.4943883,2023-12-15T07:59:42-08:00,737K subscribers,24,195,Now,Music,FR,"194,913 views",4.2K,245,False,"['benab', 'pop', 'urbaine']",1
27,jx2p0Z6ITuA,1702825586.4943883,2023-12-14T03:00:38-08:00,932K subscribers,25,194,Now,Music,FR,"121,020 views",5.4K,920,False,"['Rohff', 'Francis Aboikoni', 'Housni Mkouboi', 'Loyauté']",1
28,O1d2DYZZrek,1702825586.4943883,2023-12-14T21:00:04-08:00,77.1M subscribers,26,230,Now,Music,FR,"5,273,843 views",788K,33K,False,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin', '어셔', '어셔 정국', 'usher jk', 'jk', 'jk bts', 'jk standing next to you', 'usher remix']",1
29,8X0MgfRPosA,1702825586.4943883,2023-12-15T09:50:46-08:00,5.42M subscribers,27,1235,Now,Entertainment,FR,"925,792 views",62K,992,True,"['seb la frite', 'seb', 'ce mec', 'seblafrite', 'sebastien frit', 'histoire', 'incroyable', 'mystère', 'musique', 'documentaire', 'festival', 'tourne mal', 'astroworld', 'glastonbury', 'love parade', 'vestiville', 'fyre festival', 'woodstock 99', 'altamont 69']",1
30,VJ8PgHUxTG8,1702825586.4943883,2023-12-15T09:00:02-08:00,58.1K subscribers,28,210,Now,Music,FR,"45,743 views",2.3K,137,False,,1
31,H8xAfHCfrng,1702825586.4943883,2023-12-14T09:36:15-08:00,3.32M subscribers,29,148,Now,Music,FR,"638,712 views",24K,1.4K,False,,1
32,klLgS3g3niI,1702825586.4943883,2023-12-15T09:00:46-08:00,542K subscribers,30,549,Now,Entertainment,FR,"138,347 views",5.1K,189,True,"['Actualité', 'Yann Barthes', 'Quotidien', 'Quotidien Premiere Partie', 'TF1', 'TMC', 'Tiakola', 'Gazo', 'Tiakola et Gazo', 'rap', 'rappeurs', 'album', 'la melo est gangx', 'artistes', 'chanteurs', 'interview']",1
33,AzmDNvoQc0g,1702825586.4943883,2023-12-14T15:01:09-08:00,2.47M subscribers,31,207,Now,Music,FR,"264,493 views",5.5K,326,False,"['Djadja', 'Dinaz', 'Alpha', 'Hip hop', 'rap', 'carré music', 'allpoints', 'planète rap', 'Djadja dinaz', 'aïcha', 'elle est sensible']",1
34,36zQmvL_2YA,1702825586.4943883,2023-12-15T09:00:03-08:00,4.33M subscribers,32,851,Now,Entertainment,FR,"116,004 views",6.5K,71,True,"['atelier de roxane', 'latelier de roxane', 'roxane et loic', ""tiktok l'atelier de roxane"", 'tik tok', 'activités en famille', 'life hacks', 'life hacks tiktok', 'life hacks tiktok de noël', 'video atelier de roxane', 'tik tok roxane', 'je teste', 'video tiktok', 'hacks tiktok', 'tiktok life hacks', 'video roxane', 'video en couple', 'roxane couple', 'ninous']",1
35,HGOlFdFDNU8,1702825586.4943883,2023-12-14T09:00:12-08:00,129K subscribers,33,1078,Now,Music,FR,"225,157 views",10K,266,True,"['interlude', 'rap français', 'interview', 'interview rap', 'fan vs artiste', 'Kaaris', 'Or Noir']",1
36,O9bYCzY4Q2A,1702825586.4943883,2023-12-15T09:00:31-08:00,469K subscribers,34,1556,Now,Film & Animation,FR,"60,821 views",9K,542,True,"['ANIMES', 'MANGA', 'SUKUNA', 'TOP 5', 'DBZ', 'MAHITO', 'TOJI EST UN LACOSTE TN', 'LUFFY', 'bleach', 'ichigo vs aizen', 'NARUTO', 'TOJI ZENIN', 'madara', 'TOJI FUSHIGURO', 'JUJUTSU KAISEN', 'GOJO', 'ITADORI YUJI', 'MEGUMI', 'KENJAKU', 'ONE PIECE CHAPITRE 1096', 'AFRO ROSHI']",1
37,906WW24TSP8,1702825586.4943883,2023-12-14T09:09:30-08:00,333K subscribers,35,1305,Now,Entertainment,FR,"133,434 views",13K,111,False,"['Henry Tran', 'Henrirejaune', 'Kevin Tran', 'Le Rire Jaune', 'SuperHenryTran', 'SuperKevinTran', 'Twitch', 'Best Of', 'Gaming', 'Jeu vidéo', 'Squeezie', 'Squeezie Gaming', 'Inoxtag 2.0', 'MichouOff', 'Locklear', 'Doigby', 'Gotaga', 'GotagaTV']",1
38,nxZsomptNw0,1702825586.4943883,2023-12-14T07:00:42-08:00,885K subscribers,36,157,Now,Music,FR,"482,651 views",12K,408,False,,1
39,lPf_CnySHFs,1702825586.4943883,2023-12-15T08:15:01-08:00,136K subscribers,37,828,Now,Gaming,FR,"91,615 views",4.1K,542,False,"['havocado', 'gang beasts', 'koco', 'blackbird', 'guizmow', 'guizmo', 'gugu', 'gizmo', 'multigaming', 'fun', 'funny moment', 'funny', 'gaming', 'roblox', 'cache cache', 'furious', 'jumper', 'prison', 'évasion', 'redkill', 'niveau', 'rapide', 'gros', 'race', 'clicker', 'course', 'robux', 'pirate', 'blox fruits', 'leopard', 'sea 3', 'dough', 'fruit', 'blox', 'blox fruit', 'donut', 'crb', 'lined', 'katakuri', 'V2', 'chocoh', 'big mom', 'amour', 'love', 'event', 'sabo', 'combat', 'style', 'dragon', 'anniversaire', 'doflamingo', 'barbe noire', 'meilleur', 'crocodile', 'zoan', 'phoenix', 'lumière', 'magma', 'glace', 'rare', 'bouddha', 'épée', 'zoro', 'oden', 'cdk', 'kitsune']",1
40,jJDCxKX0Prw,1702825586.4943883,2023-12-15T09:00:09-08:00,120K subscribers,38,1140,Now,Film & Animation,FR,"41,973 views",4K,191,True,"['cinéma', 'chronique', 'guillaume cassar', 'subjectivement objectif', 'so', 'avis', 'review', 'critique', 'rétrospective', 'nanar', 'le père noël contre les martiens', 'navet', 'Santa Claus Conquers the Martians', 'Santa Claus Defeats the Aliens', 'Père Noël', 'Martiens', 'science fiction', 'SF', 'comédie', 'Noël', 'christmas']",1
41,E9cGbRGiXCw,1702825586.4943883,2023-12-14T08:00:08-08:00,791K subscribers,39,1346,Now,People & Blogs,FR,"185,486 views",9.6K,120,True,,1
42,rBBS2U3_pv0,1702825586.4943883,2023-12-14T09:00:45-08:00,206K subscribers,40,3420,Now,Entertainment,FR,"176,938 views",16K,427,False,,1
43,MYnDJaP_peU,1702825586.4943883,2023-12-14T15:00:18-08:00,885K subscribers,41,212,Now,Music,FR,"51,550 views",2.3K,84,False,"['Niro', 'Taulier (La recave)', 'Sovage']",1
44,pFpjyAp8aJ0,1702825586.4943883,2023-12-13T03:00:46-08:00,705K subscribers,42,7828,Now,Entertainment,FR,"472,156 views",18K,358,True,['Zack Nani'],1
45,5c8toi-T0og,1702825586.4943883,2023-12-14T09:00:09-08:00,1.21M subscribers,43,1504,Now,Howto & Style,FR,"133,043 views",8.6K,147,True,"['so andy', 'rénovation', 'travaux', 'décoration', 'DIY']",1
46,tjaUg_AxO_w,1702825586.4943883,2023-12-15T02:00:42-08:00,167K subscribers,44,341,Now,Entertainment,FR,"81,196 views",2.5K,87,False,"['cmqcb', ""c'est meilleur quand c'est bon""]",1
47,6MOmPKApDfk,1702825586.4943883,2023-12-15T04:51:05-08:00,76.3K subscribers,45,657,Now,Gaming,FR,"57,217 views",4.5K,297,False,,1
48,WnBynfbm4e8,1702825586.4943883,2023-12-13T14:30:33-08:00,980K subscribers,46,13791,Now,Sports,FR,"686,760 views",31K,110,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue des champions', 'champions league', 'ldc', 'paris saint germain', 'psg', 'paris', 'borussia dortmund', 'dortmund', 'psg dortmund', 'psg vs dortmund', 'paris dortmund', 'paris vs dortmund', 'paris sg dortmund', 'psg bvb', 'psg vs bvb', 'paris bvb', 'paris vs bvb', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'psg dortmund live', 'psg bvb live', 'paris dortmund live', 'psg dortmund en direct', 'live psg dortmund', 'psg live', 'dortmund live', 'psg match']",1
49,utDb3IB89iU,1702825586.4943883,2023-12-14T15:01:25-08:00,4.39M subscribers,47,174,Now,Music,FR,"115,009 views",3.8K,166,False,"['Lacrim', 'Baby Gang', 'En attendant Corleone', 'JOHN GOTTI']",1
50,QdBZY2fkU-0,1702825586.4943883,2023-12-04T15:07:10-08:00,10.3M subscribers,0,90,Recently Trending,Gaming,FR,"151,429,009 views",10M,830K,True,"['Rockstar Games', 'Grand Theft Auto VI', 'GTAVI', 'GTA 6', 'GTA Six', 'Grand Theft Auto', 'GTA', 'Vice City', 'Leonida']",1
51,dh8XxY717Gw,1702825586.4943883,2023-12-07T09:15:03-08:00,2.5M subscribers,1,1740,Recently Trending,Autos & Vehicles,FR,"3,159,630 views",323K,32K,True,"['vilebrequin', 'voiture', 'automobile', 'essai', 'test', 'vultech', 'vilbrequin', 'multipla', 'xantia', 'mécanique', ""dos d'âne"", 'dodane', 'dodane 130', 'dos dane 130', ""vilebrequin dos d'ane"", ""vilebrequin dos d'âne"", ""dos d'ane 170"", 'vilebrequin bus', 'drift', 'drole', 'fun', 'squeezie', 'amixem', 'joyca', '1000tipla', 'vilebrequin bourré', ""dos d'âne 170"", '1ÈRE 130', 'top gear', 'crash', 'accident', 'jump', 'drift bus', 'dodane 170', 'mcfly', 'fin vilebrequin', 'vilebrequin fini', 'arret vilebrequin', 'vilebrequin drama', 'vilebrequin fin', 'dernière video']",1
52,HCJ2WHNpQqc,1702825586.4943883,2023-12-15T03:00:17-08:00,1.2M subscribers,2,171,Recently Trending,Music,FR,"395,735 views",30K,874,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",1
53,zePFAZMUnbU,1702825586.4943883,2023-12-08T09:18:08-08:00,4.91M subscribers,3,2314,Recently Trending,Howto & Style,FR,"2,098,919 views",73K,793,True,"['Fastgoodcuisine', 'Fastgood', 'Fastfood', 'Qui est', 'Qui est l’imposteur', 'l’imposteur', 'Plat piégé', 'Piégé', 'Qui est le menteur', 'Le menteur', ""qui est l'imposteur"", 'Qui Aura Le Plat Piégé ?', ""qui aura l'objet piégé"", 'challenge', 'Qui est l’imposteur ?', 'inox', 'inoxtag', 'inoxtag imposteur', 'inoxtag fastgoodcuisine', 'fastgoodcuisine inoxtag', 'fastgoodcuisine inox', 'gurky', 'gurky fast food', 'gurky fastgoodcuisine', 'tacos piégé', 'fastfood piégé', 'gurky le murky']",1
54,6oLB9vDNvI0,1702825586.4943883,2023-12-15T09:47:00-08:00,2.1M subscribers,4,394,Recently Trending,Entertainment,FR,"514,815 views",14K,514,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",1
55,OBgUnwkPivg,1702825586.4943883,2023-12-15T09:22:32-08:00,1.95M subscribers,5,509,Recently Trending,People & Blogs,FR,"683,078 views",5.4K,606,False,"['guy marchand', 'hommage', 'patrick sébastien']",1
56,WB9wpwPVzyY,1702825586.4943883,2023-12-08T09:00:37-08:00,6.84M subscribers,6,229,Recently Trending,Music,FR,"6,938,862 views",132K,1K,True,"['JuL', 'Alonzo', 'La fusion', 'Clip Officiel', 'La Route Est Longue', 'LREL']",1
57,_Gv62FX9fFc,1702825586.4943883,2023-12-07T09:30:05-08:00,52.8K subscribers,7,2669,Recently Trending,Entertainment,FR,"1,579,367 views",50K,1K,False,"['Loris', 'giuliano', 'istanbul', 'station service', 'roman frayssinet', 'finale ldc', 'league des champions']",1
58,F8lPTlpThEo,1702825586.4943883,2023-12-08T09:01:00-08:00,1.31M subscribers,8,203,Recently Trending,Music,FR,"1,130,338 views",62K,1.5K,False,"['Zola', 'Koba', 'Koba Ła D', 'Kobalad', 'zola x koba Ła d', 'zola feat koba Ła d', 'aller sans retour', 'allersansretour', 'tiakoxgazo', 'Tiago x gazo', 'mlgx', 'La melo est gangz', 'Tiakola feat gazo', 'Zola feat koba aller sans retour', 'zola feat koba Ła d aller sans retour', 'Zola - Koba LaD', 'TruthRecords', 'BMF', 'Truth Records', 'AWA', 'AWA GANG', 'KORE', 'GAZO TIAKOLA', 'ALBUM COMMUN', 'Tiakola - Gazo', 'Gazo Tiakola']",1
59,XE_IK7ouDuc,1702825586.4943883,2023-12-07T15:00:18-08:00,93.2K subscribers,9,238,Recently Trending,Music,FR,"2,403,795 views",62K,2.1K,False,"['dadju i love you', 'tayc i love you', ""et si je te dit que je t'aime"", 'dadju tayc', 'tayc dadju', 'dadju tayc album', 'tayc dadju album', 'projet commun tayc dadju', 'projet commun dadju tayc', 'tayc dadju album commun', 'dadju tayc album commun', 'tayc dadju paroles', 'dadju tayc paroles']",1
60,WnBynfbm4e8,1702825586.4943883,2023-12-13T14:30:33-08:00,980K subscribers,10,13791,Recently Trending,Sports,FR,"686,760 views",31K,110,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue des champions', 'champions league', 'ldc', 'paris saint germain', 'psg', 'paris', 'borussia dortmund', 'dortmund', 'psg dortmund', 'psg vs dortmund', 'paris dortmund', 'paris vs dortmund', 'paris sg dortmund', 'psg bvb', 'psg vs bvb', 'paris bvb', 'paris vs bvb', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'psg dortmund live', 'psg bvb live', 'paris dortmund live', 'psg dortmund en direct', 'live psg dortmund', 'psg live', 'dortmund live', 'psg match']",1
61,QXFuHrFzeiQ,1702825586.4943883,2023-12-03T04:05:17-08:00,5.94M subscribers,11,2753,Recently Trending,Entertainment,FR,"2,303,094 views",142K,2.4K,True,"['Joyca', 'video', 'reaction', 'Français', 'blindtest', 'moyen age', 'medieval', 'seb', 'sofyan', 'musique']",1
62,6I5Xg7gz2CM,1702825586.4943883,2023-12-09T04:30:03-08:00,1.3M subscribers,12,1890,Recently Trending,Entertainment,FR,"780,107 views",42K,1.3K,True,"['boucher', 'français', 'japon', 'viande', 'louis']",1
63,EUtsTZK0YuY,1702825586.4943883,2023-12-15T08:00:14-08:00,624K subscribers,13,1106,Recently Trending,Entertainment,FR,"665,652 views",18K,1.1K,True,"['jai construit une piece secrete', 'jai construit une piece secrete dans ma maison de noel', 'jai construit une piece secrete maison', 'piece secrete maison', 'piece secrete maison de noel', 'piece secrete']",1
64,0VRHcvALBTk,1702825586.4943883,2023-12-14T23:00:00-08:00,194K subscribers,14,322,Recently Trending,Howto & Style,FR,"338,703 views",1.8K,,False,,1
65,Rk8rSD1ryeI,1702825586.4943883,2023-12-13T10:00:18-08:00,341K subscribers,15,2562,Recently Trending,Entertainment,FR,"289,037 views",17K,1.1K,False,,1
66,jclw_cAtcIg,1702825586.4943883,2023-12-15T09:00:09-08:00,225K subscribers,16,171,Recently Trending,Music,FR,"228,690 views",20K,826,False,,1
67,YG3EhWlBaoI,1702825586.4943883,2023-12-14T18:31:24-08:00,3.21M subscribers,17,209,Recently Trending,Music,FR,"8,039,959 views",650K,78K,False,"['Playboi Carti', '2024', 'I AM MUSIC', 'MUSIC']",1
68,InIdV5yM1WQ,1702825586.4943883,2023-12-12T09:00:14-08:00,80.5K subscribers,18,2901,Recently Trending,Film & Animation,FR,"580,887 views",22K,564,True,"['Les produits laitiers', 'Amine', 'Billy', 'Ferme', 'Produits laitiers']",1
69,oByOOqDerrM,1702825586.4943883,2023-12-15T10:00:06-08:00,1.14M subscribers,19,1800,Recently Trending,Entertainment,FR,"294,308 views",21K,310,False,,1
70,X3iJvZNDp9Y,1702825586.4943883,2023-12-02T03:00:27-08:00,601K subscribers,20,4750,Recently Trending,Entertainment,FR,"1,885,489 views",88K,603,True,"['RASKA', 'Joyca', 'Djilsi', 'Maxime Biaggi', 'Le pire', 'vends ton skeud', 'mastu', 'michou', 'theodort']",1
71,yXuEz2Az0Pw,1702825586.4943883,2023-12-13T07:15:04-08:00,475K subscribers,21,1104,Recently Trending,Gaming,FR,"307,826 views",25K,624,True,"['Savun', 'Test en carton', 'TEC', 'avis', 'critique', 'review', 'savun', 'vayke', 'test', 'tec', 'test en carton', 'video test', 'ajestic', 'test dark souls', 'dark souls 3', 'dark souls 2', 'test starfield', 'avis starfield', 'starfield', 'bethesda', 'tod howard', 'todd howard', 'skyrim', 'fallout', 'ovlibion', 'xbox', 'phil spencer', 'microsoft', 'xbox series x', 'xbox series', 'playstation', 'PS5', 'playstation 5']",1
72,UUYtl783ZS0,1702825586.4943883,2023-12-05T10:00:20-08:00,441K subscribers,22,7361,Recently Trending,Music,FR,"824,204 views",23K,692,True,"['humour', 'emission', 'lateshow', 'live', 'stream', 'streaming', 'interview', 'happening', 'maximebiaggi', 'grimkujow', 'twitch']",1
73,TAKjuokhpyg,1702825586.4943883,2023-12-15T09:00:02-08:00,4.39M subscribers,23,214,Recently Trending,Music,FR,"217,073 views",13K,624,False,"['lacrim', 'fugazi', 'en attendant corleone', 'plk', 'plk periph', 'kaaris', 'ninho', 'kerchak ziak', 'kerchak', 'lacrim rap', 'rap francais', 'lacrim baby gang', 'lacrim album', 'rap fr', 'rap', 'tendance rap', 'jul', 'jul alonzo', 'gazo', 'tiakola', 'gazo tiakola', 'zola koba la d', 'zola', 'koba la d', 'jul sdm', 'sdm', 'timal zed', 'mayo ninho', 'pnl']",1
74,H8xAfHCfrng,1702825586.4943883,2023-12-14T09:36:15-08:00,3.32M subscribers,24,148,Recently Trending,Music,FR,"639,261 views",24K,1.4K,False,,1
