,videoId,videoExactPublishDate,creatorSubscriberNumber,videoTrendsRanking,videoLengthSeconds,videoType,videoCategory,trendingCountry,exactViewNumber,numberLikes,numberOfComments,isCreatorVerified,videoKeywords,scanTimeStamp,Epoch,firstTrendingTime,timeToTrendSeconds,isTrend
431,6f1Bg-fqBRg,2023-12-17 10:00:12+00:00,367000,44,2566,Recently Trending,Entertainment,FR,128274,11000.0,438.0,True,"['one piece', 'one piece théorie', 'one piece theory', 'one', 'piece', 'theorie', 'one piece 1088', 'one piece chapitre', 'one piece spoil', 'Luffy', 'Nika', 'Gomu gomu no mi', 'hito hito no mi model nika', 'Joyboy', 'Haki', 'devil fruit', ""L'HISTOIRE DE LUFFY ET LA FIN DE ONE PIECE EXPLIQUÉE !"", 'Barbe Noire', 'Marshall D. teach', 'Teach vs Luffy', 'la disparition du gomu gomu no mi', 'Haki des rois', 'Luffy éveil', 'One Piece 1102', 'one piece review', 'Goji', 'anime', 'manga', 'Oda', 'iceberg one piece']",2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,140623.763489024,True
432,7gA9o4myieI,2023-12-10 17:00:10+00:00,270000,45,9940,Recently Trending,Comedy,FR,275677,6700.0,1000.0,True,"['Seb Mellia', 'Humour', 'stand up', 'sketch', 'one man show', 'spectacle', 'vlog', 'podcast', '4 comiques dans le vent', 'Seb Mellia ne perd jamais', 'impro', 'show', 'drole', 'humoriste', 'divertissement', 'émission', 'Jerome Niel', 'Maxime', 'Blandine Lehout', 'Quick n toast', 'bagarre', 'couple', 'Amsterdam', 'Japon', 'La Ferme Celebrité']",2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,720225.763489024,True
433,M9p7xS8nKFg,2023-12-17 22:05:56+00:00,985000,46,11341,Recently Trending,Sports,FR,229770,11000.0,166.0,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue 1', 'paris saint germain', 'paris sg', 'paris', 'psg', 'lille osc', 'lille', 'losc', 'psg lille', 'psg vs lille', 'lille psg', 'lille vs psg', 'lille paris', 'lille vs paris', 'lille paris sg', 'lille vs paris sg', 'losc psg', 'losc vs psg', 'losc paris', 'losc vs paris', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'lille psg live', 'losc psg live', 'lille paris live', 'psg lille live', 'psg live', 'messi', 'amazon prime live', 'amazon prime', 'psg match', 'leo']",2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,97079.763489024,True
434,HRfFR2z35hk,2023-12-17 11:30:09+00:00,1370000,0,58,Short,Gaming,FR,564209,60000.0,423.0,True,"['fortnite', 'zetfar', 'lama', 'aléatoire', 'challenge', 'défi', 'stuff', 'skins', 'wazz', 'manette', 'chapitre 5', 'halloween', 'skin', 'chapitre 4', 'chapitre 4 saison 4', 'découverte', 'chapitre 1', 'cache', 'pleasant', 'park', 'chapter 1', 'zetfarcup', 'zetfarcupzb', 'zetfarcupzb fortnite', 'sprint', 'escalade', 'turbo', 'build', 'ravitaillements', '1 unreal', 'vs', 'tous', 'les', 'modes', 'sur', 'scuf', 'envision', 'pro', 'cheater', 'inoxtag', 'faire', 'top', 'dans', 'pays', 'du', 'monde', 'combo', 'tryhard', 'cachettes', 'saison OG', 'lego', 'lego fortnite', 'emote', 'exclusive', '10 items', 'attendus']",2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,135226.763489024,True
435,6MXIRMi1tS8,2023-12-17 09:00:08+00:00,31300,1,60,Short,People & Blogs,FR,346004,24000.0,93.0,False,,2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,144227.763489024,True
436,ZjrQ11eSsJY,2023-12-17 09:11:34+00:00,313000,2,60,Short,Science & Technology,FR,235789,18000.0,107.0,True,,2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,143541.763489024,True
437,9P6xy-AC9Is,2023-12-17 12:41:14+00:00,1980000,3,42,Short,Entertainment,FR,230607,15000.0,21.0,True,,2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,130961.763489024,True
438,r1R7JgStaBw,2023-12-17 11:30:20+00:00,40900,4,47,Short,Gaming,FR,188991,10000.0,9.0,False,"['minecraft', 'minecraft ninjaxx', 'ninjaxx', 'ninjax', 'unchained', 'unchained_off', 'unchained off', 'fortnite', 'gaming', 'mise à jour', 'fortnite mise à jour', 'vbucks', 'unchained minecraft', 'mc', 'fuze', 'troll minecraft', 'noob minecraft', 'aventure', 'fuze 3', 'minecraft mais', 'minecraft fr', 'cheat', 'cheat minecraft', 'tnt minecraft', 'mrbeast', 'mode', 'mode minecraft', 'bombe nucléaire', '100 tnt', 'golem']",2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,135215.763489024,True
439,DO3dTP9h6ho,2023-12-17 12:10:00+00:00,134000,5,29,Short,Gaming,FR,142438,16000.0,42.0,False,"['minecraft', 'minecraft shorts', 'minecraft short', 'minecraft tuto', 'minecraft easy tuto', 'minecraft shorts tuto', 'minecraft easy shorts', 'minecraft tuto short', 'minecraft tutoriel', 'minecraft survival tuto', 'minecraft astuce', 'minecraft astuce shorts', 'minecraft astuce short', 'minecraft astuce débutant', 'minecraft funny', 'minecraft memes', 'minecraft meme', 'easycraft', 'seed cheat minecraft', 'stuff cheat seed minecraft', 'minecraft seed speedrun']",2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,132835.763489024,True
440,koGrjBe5kFE,2023-12-17 10:00:34+00:00,31300,6,60,Short,People & Blogs,FR,188532,13000.0,78.0,False,,2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,140601.763489024,True
441,3mHwQzN2Po4,2023-12-16 17:31:09+00:00,1770000,7,52,Short,People & Blogs,FR,461726,25000.0,81.0,True,,2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,199966.763489024,True
442,67rSnZKLef0,2023-12-17 17:00:04+00:00,327000,8,58,Short,People & Blogs,FR,71351,4800.0,63.0,True,,2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,115431.763489024,True
443,BSop5zkR7KY,2023-12-17 18:38:20+00:00,1010000,9,15,Short,Comedy,FR,84110,7700.0,118.0,True,,2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,109535.763489024,True
444,_Q4pcR5H2OE,2023-12-16 09:30:17+00:00,290000,10,60,Short,Entertainment,FR,449324,72000.0,608.0,True,,2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,228818.763489024,True
445,iFDN9N-GIrw,2023-12-16 10:05:05+00:00,751000,11,60,Short,Entertainment,FR,681726,,477.0,True,,2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,226730.763489024,True
446,9AYGP5imeWk,2023-12-16 15:02:32+00:00,321000,12,60,Short,Entertainment,FR,407401,23000.0,37.0,True,,2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,208883.763489024,True
447,IMsEt4YBF3Q,2023-12-16 17:20:20+00:00,22900,13,42,Short,Gaming,FR,257133,16000.0,33.0,False,,2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 01:03:55.763489024+00:00,200615.763489024,True
448,13DDTAbaL-A,2023-12-17 17:00:01+00:00,271000,14,39,Short,Gaming,FR,88449,7600.0,28.0,True,"['fortnite', 'tuto', 'tutoriel', 'manette', 'dizo', 'dizosan', 'comment faire', 'top 1', 'fortnite défi', 'défi', 'challenge', ""s'entrainer"", 'mise a jour', 'maj', 'nouvelle saison', 'nouveau', 'top 10', 'new', 'technique', 'tournoi', 'best of', 'fortnite dizo', 'fortnite vbuck', 'fortnite skin', 'skin', 'vbuck', 'fortnite nouvelle saison', 'fortnite saison', 'fortnite xp', 'fortnite rare', 'map fortnite', 'fortnite ranked', 'ranked', 'fortnite boutique', 'fortnite unreal', 'fortnite lego', 'fortnite chapitre 5', 'fortnite rank', 'wazz', 'zetfar', 'unchained', 'fortnite mode']",2023-12-19 04:17:56.262381568+00:00,4,2023-12-19 03:13:17.507140096+00:00,123196.507140096,True
449,bfmUsDJjBkU,2023-12-17 10:02:00+00:00,5790000,0,4585,Now,Comedy,FR,2535696,184000.0,3200.0,True,"['Mastu', 'Mastus', 'Humour', 'Matsu', 'loat', 'mastu enfer', 'mastu michou', 'michou', 'mastu zafeel', 'zafeel', 'hctuan', 'mchou enfer']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,140515.763489024,True
450,9gAADPMt1FU,2023-12-17 18:28:05+00:00,724000,1,1056,Now,Comedy,FR,343018,58000.0,1300.0,True,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,110150.763489024,True
451,LnW-DwBrWLk,2023-12-17 15:59:59+00:00,4000000,0,827,Now,Comedy,FR,502315,40000.0,560.0,True,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,119036.763489024,True
452,K4GQRiuNpP0,2023-12-17 16:00:33+00:00,1990000,1,2773,Now,Howto & Style,FR,309771,13000.0,442.0,False,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,119002.763489024,True
453,9RhWXPcKBI8,2023-12-16 17:00:01+00:00,219000000,2,1627,Now,Entertainment,FR,64394067,3000000.0,50000.0,True,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,201834.763489024,True
454,aZOiDNzoeWQ,2023-12-17 10:17:24+00:00,9190000,3,1679,Now,Entertainment,FR,990477,64000.0,1700.0,True,"['michou', 'roue', 'tournes', 'souffres', 'vidéo', 'Tu']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,139591.763489024,True
455,M9p7xS8nKFg,2023-12-17 22:05:56+00:00,985000,4,11341,Now,Sports,FR,229785,11000.0,166.0,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue 1', 'paris saint germain', 'paris sg', 'paris', 'psg', 'lille osc', 'lille', 'losc', 'psg lille', 'psg vs lille', 'lille psg', 'lille vs psg', 'lille paris', 'lille vs paris', 'lille paris sg', 'lille vs paris sg', 'losc psg', 'losc vs psg', 'losc paris', 'losc vs paris', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'lille psg live', 'losc psg live', 'lille paris live', 'psg lille live', 'psg live', 'messi', 'amazon prime live', 'amazon prime', 'psg match', 'leo']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,97079.763489024,True
456,FuNLTys8xtQ,2023-12-17 15:41:08+00:00,2510000,5,390,Now,Comedy,FR,309513,39000.0,624.0,True,"['kevin tran', 'kevin tran 陈科伟', 'rire jaune', 'le rire jaune', 'show jaune', 'le show jaune', 'kevin tran empereur', 'henry tran', 'cuisine', 'après mes toilettes', 'après mes toilettes ma cuisine', 'kevin tran cuisine', 'présentation de ma cuisine', 'cuisine tour', 'kitchen tour']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,120167.763489024,True
457,4R7vRFGJr3k,2023-12-17 14:59:58+00:00,28400000,6,191,Now,Music,FR,4303372,466000.0,45000.0,True,"['JYP Entertainment', 'JYP', 'ITZY', '있지', 'イッチ', '예지', '리아', '류진', '채령', '유나', 'YEJI', 'LIA', 'RYUJIN', 'CHAERYEONG', 'YUNA', 'イェジ', 'リア', 'リュジン', 'チェリョン', 'ユナ', 'อิทจี', 'เยจี', 'ลีอา', 'รยูจิน', 'แชรยอง', 'ยูนา', 'ITZY VIDEOS', 'ITZY BEHIND', 'MV', 'ITZY MV', 'ITZY MUSIC VIDEOS', 'Teaser', 'ITZY Teaser', 'ITZY VLOG', 'VLOG', ""IT'z Different"", ""IT'z ICY"", ""IT'z ME"", 'Not Shy', 'GUESS WHO', 'CRAZY IN LOVE', 'DALLA DALLA', 'ICY', 'WANNABE', '마.피.아.IN THE MORNING', 'LOCO', 'ITZY?ITZY!', 'ITZY CHECKMATE', 'CHECKMATE', 'ITZY COMEBACK', 'SNEAKERS', 'Boys Like You', 'CHESHIRE', 'KILL MY DOUBT', 'CAKE', 'BORN TO BE']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,122637.763489024,True
458,vvnlLGFv2mI,2023-12-17 11:00:45+00:00,1540000,7,2208,Now,Autos & Vehicles,FR,599337,43000.0,1200.0,True,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,136990.763489024,True
459,Ap7qPHeZcgM,2023-12-17 07:18:06+00:00,1380000,8,481,Now,Entertainment,FR,328973,5000.0,357.0,False,"['colby covington', 'donald trump', 'droitufc', 'leon edwards', 'mma', 'sports de combat', 'ufc']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,150349.763489024,True
460,6f1Bg-fqBRg,2023-12-17 10:00:12+00:00,367000,9,2566,Now,Entertainment,FR,128849,11000.0,439.0,True,"['one piece', 'one piece théorie', 'one piece theory', 'one', 'piece', 'theorie', 'one piece 1088', 'one piece chapitre', 'one piece spoil', 'Luffy', 'Nika', 'Gomu gomu no mi', 'hito hito no mi model nika', 'Joyboy', 'Haki', 'devil fruit', ""L'HISTOIRE DE LUFFY ET LA FIN DE ONE PIECE EXPLIQUÉE !"", 'Barbe Noire', 'Marshall D. teach', 'Teach vs Luffy', 'la disparition du gomu gomu no mi', 'Haki des rois', 'Luffy éveil', 'One Piece 1102', 'one piece review', 'Goji', 'anime', 'manga', 'Oda', 'iceberg one piece']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,140623.763489024,True
461,pIqARNahjJw,2023-12-17 18:00:30+00:00,564000,10,545,Now,Science & Technology,FR,130866,15000.0,496.0,True,"['iphone', 'apple', 'imessage', 'rcs', 'bulle bleue', 'bulle verte', 'léo duff', 'beeper', 'android', 'ios']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,111805.763489024,True
462,n4hyVsz7FMA,2023-12-17 09:00:27+00:00,2430000,11,2988,Now,Entertainment,FR,114687,10000.0,329.0,True,"['horia', 'youtubeuse', 'true crime', 'thread horreur', 'Horia horreur', 'horroria', 'histoire horreur', 'la sombre histoire de', 'sombre histoire Horia', 'Lady Diana', 'la sombre histoire de lady diana', 'sombre histoire lady diana', 'lady diana reportage', 'lady diana documentaire', 'famille royale', 'prince charles', 'reine elisabeth', 'aromazone', 'skincare', 'mystère', 'étrange', 'lady diana mystère', 'histoire de lady diana', 'lady di', 'princesse diana', 'théories', 'lady diana théories', 'affaire', 'histoire lady di']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,144208.763489024,True
463,tfht2Piljo8,2023-12-17 12:07:22+00:00,492000,12,334,Now,Entertainment,FR,378544,2900.0,1500.0,True,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,132993.763489024,True
464,usTqmg0xNZY,2023-12-15 16:22:26+00:00,7240000,13,2246,Now,Entertainment,FR,1862057,170000.0,4600.0,True,"['mcfly', 'carlito', 'golden moustache', 'fatshow', 'badass', 'dab', ""j'effectue"", 'le', 'et', 'on', 'appelle', 'des', 'gens', 'au', 'hasard']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,290489.763489024,True
465,SwlRSu0jjyU,2023-12-17 16:25:00+00:00,8330000,14,985,Now,Comedy,FR,1625236,120000.0,1200.0,True,"['amixem', 'humour', 'delire']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,117535.763489024,True
466,FrTfxDY2eyI,2023-12-17 16:23:46+00:00,315000,15,621,Now,Comedy,FR,95544,14000.0,365.0,True,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,117609.763489024,True
467,NGfpot1_2Is,2023-12-17 11:00:12+00:00,548000,16,2023,Now,Howto & Style,FR,100319,9100.0,381.0,True,"['honeyshay', 'honey shay', 'Chaiyna', 'comores', 'lifestyle', 'beauté', 'vlog', 'famille', 'family game', 'habitue toi', 'Family', 'Family Games', 'Océane', 'Yoan', 'Yo4real']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,137023.763489024,True
468,W_l0npDNILY,2023-12-17 13:00:31+00:00,2560000,17,966,Now,Gaming,FR,555690,42000.0,391.0,True,"['terracid', 'laink', 'wankil', 'lego', 'fortnite', 'minecraft', 'build', 'construction']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,129804.763489024,True
469,ziq9BzdRvwY,2023-12-17 18:00:28+00:00,146000,18,3163,Now,Entertainment,FR,141471,6900.0,173.0,True,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,111807.763489024,True
470,TOIAdoDwYYs,2023-12-17 09:30:05+00:00,230000,19,1207,Now,Gaming,FR,94921,8400.0,246.0,True,"['pokemon random', 'choisi ton starter', 'choisi ton pokemon', 'challenge pokemon', 'randomizer pokemon violet', 'randomizer pokemon ecarlate']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,142430.763489024,True
471,uKpgHMkjF_8,2023-12-17 16:30:12+00:00,92100,20,1445,Now,Film & Animation,FR,55749,5400.0,337.0,False,"['film', 'films', 'chronique', 'cinema', 'saga', 'humour', 'analyse', 'box office', 'critique', 'resume', 'la suite de trop', 'video', 'youtube', 'critique cinema', 'critique de film', 'Cinéphile', 'Noel', 'Christmas', 'Aladdin', 'Le Roi Lion', 'La Belle et le Bete', 'Pocahontas', 'Disney', 'Le Retour de Jafar', 'Karime Debbache', 'Crossed', 'Chroma', 'Guillaume Cassar', 'Notserious', 'la petite sirene', 'mickey', 'La petite sirene 2', 'La Belle et le Clochard', 'La Belle et le Clochard 2', 'Le Bossu de Notre Dame', 'Cendrillon', 'PeterPan', 'Les 101 Dalmatiens', 'Cruella', 'Tarzan']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,117223.763489024,True
472,LY0Ll7LRYDI,2023-12-17 17:09:58+00:00,5430000,21,953,Now,Entertainment,FR,776117,64000.0,4200.0,True,"['seb la frite', 'seb', 'ce mec', 'seblafrite', 'sebastien frit', 'histoire', 'incroyable', 'mystère', 'musique', 'documentaire', 'Tecktonik', 'danse electro', 'metropolis', 'rungis', 'teck tonik', 'story', 'France']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,114837.763489024,True
473,lTmJJ3AGizk,2023-12-17 12:00:30+00:00,106000,22,1456,Now,Gaming,FR,97185,4500.0,267.0,False,"['jeux vidéo', 'gaming', 'clip', 'twitch', 'twitchfr', 'montage', 'best of', 'shorts', 'tiktok', 'humour', 'drole', 'wii sports', 'wii sports resort', 'matt', 'wii']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,133405.763489024,True
474,SG065LnQ08Q,2023-12-16 18:02:38+00:00,688000,23,1941,Now,Entertainment,FR,195704,14000.0,201.0,True,"['billy', 'rebeudeter', 'jeu', 'jeux', 'horreur', 'fears', 'to', 'fantom', 'fathom', 'live', 'twitch', 'rediff', 'rediffusion', 'react']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,198077.763489024,True
475,WG4FIkH6HU8,2023-12-17 17:00:10+00:00,412000,24,690,Now,Entertainment,FR,69940,4300.0,99.0,True,"['Ski', 'Freeride', 'extreme', 'Bimboes', 'Mickael', 'mickael bimboes', 'Freeride world tour', 'winteractivity', 'winter activity', 'winter', 'brutisode', 'snowboard', 'vtt', 'parapente', 'montagne', 'prank', 'scandale', 'backflip', 'freestyle', 'équipe', 'skiing', 'neige', 'film', 'avalanche', 'vlog', 'antagonist', 'gopro', 'dji', 'world', 'mtb', 'downhill', 'tricks', 'trick', 'fail', 'fails', 'best', 'chamonix', 'audi', 'yeah']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,115425.763489024,True
476,DmdcktG7vXM,2023-12-17 18:49:02+00:00,58500,25,167,Now,Music,FR,31327,4600.0,3200.0,False,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,108893.763489024,True
477,6X1Ko_TExuM,2023-12-16 11:45:00+00:00,34800,26,810,Now,Entertainment,FR,301145,5700.0,272.0,False,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,220735.763489024,True
478,gRb87CBRZ2o,2023-12-17 11:00:27+00:00,319000,27,1592,Now,Film & Animation,FR,57916,4500.0,353.0,True,"['Cinéma', 'Durendal', 'Film', 'Vlog', 'Critique', 'Super Mario Bros', 'The Movie', 'Le Film', 'Aaron Horvath', 'Michael Jelenic', 'Chris Pratt', 'Anya Taylor-Joy', 'Jack Black', 'Seth Rogen', 'Jeu Vidéo', 'Aventure', 'Action']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,137008.763489024,True
479,P0rMYaKFO7k,2023-12-17 16:00:01+00:00,253000,28,659,Now,Film & Animation,FR,57822,8300.0,537.0,True,"['Neuxs 6', 'Neuxs VI', 'Nexus 6', 'Science-Fiction', 'France', 'Metz', 'Blida', 'Fensch Toast', 'Science Fiction', 'Arnold Schwarzenegger', 'Linda Hamilton', 'Kyle Reese', 'T1000']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,119034.763489024,True
480,6oLB9vDNvI0,2023-12-15 17:47:00+00:00,2100000,29,394,Now,Entertainment,FR,703481,17000.0,617.0,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,285415.763489024,True
481,igsQae0v0HQ,2023-12-17 17:00:27+00:00,618000,30,1342,Now,Howto & Style,FR,179293,12000.0,104.0,True,['mayadorable'],2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,115408.763489024,True
482,spmAWUn0k40,2023-12-17 17:52:44+00:00,707000,31,859,Now,Sports,FR,86163,1500.0,76.0,True,"['champions cup', 'harlequins', 'rugby', 'sport', 'stade toulousain']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,112271.763489024,True
483,jply2m0IoYs,2023-12-17 09:26:50+00:00,235000,32,104,Now,News & Politics,FR,130817,261.0,596.0,True,"['TF1', 'beauté', 'concours', 'feminism washing', 'france', 'féminisme', 'justice', 'miss', 'miss nord-pas-de-calais', 'média', 'police', 'sexisme', 'télévision', 'Ève Gilles']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,142625.763489024,True
484,icGwtYWesWw,2023-12-17 22:19:35+00:00,2040000,33,596,Now,Sports,FR,401153,8200.0,309.0,True,"['résumé', 'highlights', 'real', 'de', 'madrid', 'villarreal', 'jude', 'bellingham', 'brahim', 'diaz', 'rodrygo', 'vini', 'vinicius', 'junior', 'jr', 'endrick', 'luka', 'modric', 'la', 'liga', 'foot', 'football', 'club', 'fc']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,96260.763489024,True
485,k51hM1cEgcs,2023-12-17 18:00:21+00:00,1030000,34,764,Now,Science & Technology,FR,74807,3100.0,123.0,True,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,111814.763489024,True
486,-3Xvyo_-Pyg,2023-12-17 11:26:56+00:00,605000,35,1494,Now,Entertainment,FR,39748,3300.0,86.0,False,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,135419.763489024,True
487,JGP98IDCrTc,2023-12-17 16:14:52+00:00,312000,36,784,Now,Science & Technology,FR,58442,6400.0,292.0,True,"['pixmob', 'coldplay', 'the weeknd', 'taylor swift', 'imagine dragons', 'lady gaga', 'bad bunny', 'elton john', 'wristband', 'infrarouge', 'menu', 'ecologique', 'concert', 'spectacle']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,118143.763489024,True
488,bOppj5rT2xA,2023-12-17 16:30:06+00:00,436000,37,673,Now,Entertainment,FR,39474,3500.0,44.0,True,"['FR', 'AlphaCast', 'Gameplay', 'Alfacast', 'France', 'Lynkus', 'Live', 'Twitch', 'Meilleurs moments', 'Best of', '35', 'Tablequest', 'Jeu vidéo', 'gameplay', 'drôle', 'blagues', 'rire', 'clips', 'Stream', 'Streaming', 'Alpha', 'Alfa', 'M4F', 'Ted', 'Eventis', 'Troma', 'Ted Etienne', 'AVAMIND', 'AVA', 'Gom4rt', 'Antoine Daniel', 'JDG', 'Mynthos', 'Joueur du Grenier', 'Dead Space', 'Grounded', 'Warhammer']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,117229.763489024,True
489,RrasC4E_1R8,2023-12-17 11:00:31+00:00,1130000,38,1048,Now,Entertainment,FR,106042,4700.0,259.0,True,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,137004.763489024,True
490,Mz-J5JPxxBI,2023-12-17 10:59:33+00:00,136000,39,888,Now,Music,FR,63959,4800.0,203.0,True,"['Beendo z', 'Retour à l’école', 'École', 'Élèves', 'Rap', 'Raplume', 'Interview', 'Interview Beendo Z', 'Au tableau']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,137062.763489024,True
491,OBgUnwkPivg,2023-12-15 17:22:32+00:00,1950000,40,509,Now,People & Blogs,FR,865136,5800.0,658.0,False,"['guy marchand', 'hommage', 'patrick sébastien']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,286883.763489024,True
492,mWacdcatC9o,2023-12-17 06:35:44+00:00,1400000,41,52,Now,Film & Animation,FR,2923161,212000.0,10000.0,False,,2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,152891.763489024,True
493,BYKz4ksSFFc,2023-12-17 11:00:12+00:00,116000,42,157,Now,Music,FR,54796,3500.0,131.0,False,"['rsko chanel bag parole', 'rsko chanel bag']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,137023.763489024,True
494,BOQ1FdoBBmI,2023-12-16 08:59:24+00:00,850000,43,719,Now,Film & Animation,FR,250825,30000.0,1200.0,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,230671.763489024,True
495,HCJ2WHNpQqc,2023-12-15 11:00:17+00:00,1200000,44,171,Now,Music,FR,511999,33000.0,935.0,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",2023-12-19 05:22:36.337806080+00:00,5,2023-12-19 01:03:55.763489024+00:00,309818.763489024,True
