,Unnamed: 0,videoId,scanTimestamp,videoExactPublishDate,creatorSubscriberNumber,videoTrendsRanking,videoLengthSeconds,videoType,videoCategory,trendingCountry,exactViewNumber,numberLikes,numberOfComments,isCreatorVerified,videoKeywords,Epoch
26,26,WG4FIkH6HU8,1702955597.5071402,2023-12-17T09:00:10-08:00,412K subscribers,24,690,Now,Entertainment,FR,"69,783 views",4.3K,99,True,"['Ski', 'Freeride', 'extreme', 'Bimboes', 'Mickael', 'mickael bimboes', 'Freeride world tour', 'winteractivity', 'winter activity', 'winter', 'brutisode', 'snowboard', 'vtt', 'parapente', 'montagne', 'prank', 'scandale', 'backflip', 'freestyle', 'équipe', 'skiing', 'neige', 'film', 'avalanche', 'vlog', 'antagonist', 'gopro', 'dji', 'world', 'mtb', 'downhill', 'tricks', 'trick', 'fail', 'fails', 'best', 'chamonix', 'audi', 'yeah']",3
27,27,igsQae0v0HQ,1702955597.5071402,2023-12-17T09:00:27-08:00,618K subscribers,25,1342,Now,Howto & Style,FR,"178,845 views",12K,104,True,['mayadorable'],3
28,28,DmdcktG7vXM,1702955597.5071402,2023-12-17T10:49:02-08:00,58.5K subscribers,26,167,Now,Music,FR,"31,183 views",4.6K,3.2K,False,,3
29,29,6X1Ko_TExuM,1702955597.5071402,2023-12-16T03:45:00-08:00,34.8K subscribers,27,810,Now,Entertainment,FR,"300,841 views",5.7K,272,False,,3
30,30,gRb87CBRZ2o,1702955597.5071402,2023-12-17T03:00:27-08:00,319K subscribers,28,1592,Now,Film & Animation,FR,"57,707 views",4.5K,353,True,"['Cinéma', 'Durendal', 'Film', 'Vlog', 'Critique', 'Super Mario Bros', 'The Movie', 'Le Film', 'Aaron Horvath', 'Michael Jelenic', 'Chris Pratt', 'Anya Taylor-Joy', 'Jack Black', 'Seth Rogen', 'Jeu Vidéo', 'Aventure', 'Action']",3
31,31,P0rMYaKFO7k,1702955597.5071402,2023-12-17T08:00:01-08:00,253K subscribers,29,659,Now,Film & Animation,FR,"57,600 views",8.3K,534,True,"['Neuxs 6', 'Neuxs VI', 'Nexus 6', 'Science-Fiction', 'France', 'Metz', 'Blida', 'Fensch Toast', 'Science Fiction', 'Arnold Schwarzenegger', 'Linda Hamilton', 'Kyle Reese', 'T1000']",3
32,32,spmAWUn0k40,1702955597.5071402,2023-12-17T09:52:44-08:00,707K subscribers,30,859,Now,Sports,FR,"85,958 views",1.5K,76,True,"['champions cup', 'harlequins', 'rugby', 'sport', 'stade toulousain']",3
33,33,6oLB9vDNvI0,1702955597.5071402,2023-12-15T09:47:00-08:00,2.1M subscribers,31,394,Now,Entertainment,FR,"701,513 views",17K,616,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",3
34,34,jply2m0IoYs,1702955597.5071402,2023-12-17T01:26:50-08:00,235K subscribers,32,104,Now,News & Politics,FR,"130,649 views",260,597,True,"['TF1', 'beauté', 'concours', 'feminism washing', 'france', 'féminisme', 'justice', 'miss', 'miss nord-pas-de-calais', 'média', 'police', 'sexisme', 'télévision', 'Ève Gilles']",3
35,35,icGwtYWesWw,1702955597.5071402,2023-12-17T14:19:35-08:00,2.04M subscribers,33,596,Now,Sports,FR,"398,834 views",8.2K,309,True,"['résumé', 'highlights', 'real', 'de', 'madrid', 'villarreal', 'jude', 'bellingham', 'brahim', 'diaz', 'rodrygo', 'vini', 'vinicius', 'junior', 'jr', 'endrick', 'luka', 'modric', 'la', 'liga', 'foot', 'football', 'club', 'fc']",3
36,36,k51hM1cEgcs,1702955597.5071402,2023-12-17T10:00:21-08:00,1.03M subscribers,34,764,Now,Science & Technology,FR,"74,241 views",3.1K,123,True,,3
37,37,-3Xvyo_-Pyg,1702955597.5071402,2023-12-17T03:26:56-08:00,605K subscribers,35,1494,Now,Entertainment,FR,"39,507 views",3.2K,86,False,,3
38,38,JGP98IDCrTc,1702955597.5071402,2023-12-17T08:14:52-08:00,312K subscribers,36,784,Now,Science & Technology,FR,"58,176 views",6.4K,292,True,"['pixmob', 'coldplay', 'the weeknd', 'taylor swift', 'imagine dragons', 'lady gaga', 'bad bunny', 'elton john', 'wristband', 'infrarouge', 'menu', 'ecologique', 'concert', 'spectacle']",3
39,39,Mz-J5JPxxBI,1702955597.5071402,2023-12-17T02:59:33-08:00,136K subscribers,37,888,Now,Music,FR,"63,581 views",4.8K,202,True,"['Beendo z', 'Retour à l’école', 'École', 'Élèves', 'Rap', 'Raplume', 'Interview', 'Interview Beendo Z', 'Au tableau']",3
40,40,bOppj5rT2xA,1702955597.5071402,2023-12-17T08:30:06-08:00,436K subscribers,38,673,Now,Entertainment,FR,"39,349 views",3.4K,44,True,"['FR', 'AlphaCast', 'Gameplay', 'Alfacast', 'France', 'Lynkus', 'Live', 'Twitch', 'Meilleurs moments', 'Best of', '35', 'Tablequest', 'Jeu vidéo', 'gameplay', 'drôle', 'blagues', 'rire', 'clips', 'Stream', 'Streaming', 'Alpha', 'Alfa', 'M4F', 'Ted', 'Eventis', 'Troma', 'Ted Etienne', 'AVAMIND', 'AVA', 'Gom4rt', 'Antoine Daniel', 'JDG', 'Mynthos', 'Joueur du Grenier', 'Dead Space', 'Grounded', 'Warhammer']",3
41,41,RrasC4E_1R8,1702955597.5071402,2023-12-17T03:00:31-08:00,1.13M subscribers,39,1048,Now,Entertainment,FR,"105,156 views",4.7K,258,True,,3
42,42,OBgUnwkPivg,1702955597.5071402,2023-12-15T09:22:32-08:00,1.95M subscribers,40,509,Now,People & Blogs,FR,"864,151 views",5.8K,657,False,"['guy marchand', 'hommage', 'patrick sébastien']",3
43,43,mWacdcatC9o,1702955597.5071402,2023-12-16T22:35:44-08:00,1.4M subscribers,41,52,Now,Film & Animation,FR,"2,901,585 views",211K,10K,False,,3
44,44,BYKz4ksSFFc,1702955597.5071402,2023-12-17T03:00:12-08:00,116K subscribers,42,157,Now,Music,FR,"54,185 views",3.5K,131,False,"['rsko chanel bag parole', 'rsko chanel bag']",3
45,45,HCJ2WHNpQqc,1702955597.5071402,2023-12-15T03:00:17-08:00,1.2M subscribers,43,171,Now,Music,FR,"510,435 views",33K,935,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",3
46,46,BOQ1FdoBBmI,1702955597.5071402,2023-12-16T00:59:24-08:00,850K subscribers,44,719,Now,Film & Animation,FR,"250,180 views",30K,1.1K,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",3
47,47,sRtFQf5wQ-U,1702955597.5071402,2023-12-17T15:21:13-08:00,395K subscribers,45,283,Now,People & Blogs,FR,"148,674 views",2.3K,294,True,"['2023/24', 'football', 'futebol', 'goals', 'golos', 'highlights', 'liga portugal', 'liga portugal betclic', 'liga portuguesa', 'portugal', 'portuguese league', 'primeira liga', 'resumo', 'season 23/24', 'soccer', 'sp:dt=2023-12-17T20:30:00Z', 'sp:li=port', 'sp:st=soccer', 'sp:ti:away=SLB', 'sp:ti:home=SCB', 'sp:ty=high']",3
48,48,5VojZY6p798,1702955597.5071402,2023-12-17T06:49:09-08:00,916K subscribers,46,546,Now,Science & Technology,FR,"62,822 views",5K,344,True,"['TheiCollection', 'Studio TheiCollection', 'Setup TheiCollection', 'Apple', 'Tech', 'Roche Bobois', 'Polygonia Roche Bobois', 'Furtif Roche Bobois', 'Bureau Roche Bobois', 'Setup highTech', 'HighTech', 'Technologie', 'JB', 'Jojol', 'Gentil', 'Garçon', 'Astuces tournage', 'astuces', 'setup astuce', 'setup caméra', 'setup tech', 'studio tech', 'The Frame', 'Philips hue', 'Astuces Philips Hue']",3
49,49,qj9REJK5K3w,1702955597.5071402,2023-12-17T11:53:37-08:00,2.04M subscribers,47,835,Now,Sports,FR,"200,490 views",3K,229,True,"['coupe', 'du', 'monde', 'championnat', 'championnats', 'mondial', 'hand', 'handball', 'equipe', 'de', 'france', 'bleu', 'bleus', 'bleue', 'bleues', 'norvege', 'norway']",3
50,50,5jrMwhmYW1A,1702955597.5071402,2023-12-14T07:56:41-08:00,158K subscribers,0,151,Recently Trending,Comedy,FR,"929,936 views",43K,2K,False,"['malik bentalha', 'encore', 'titanic', 'jamel comedy club', 'marrakech du rire', 'rendez-vous en terre inconnue', 'sketch', 'nouveau', 'spectacle', 'stand-up', 'entier', 'colors', 'jul', 'becan', 'show', 'sch', 'freeze corleone', 'haaarp', 'francais', 'fr', 'niska', 'tv', 'angele', 'kalash', 'chalgoumi', 'praud', 'cnews', ""l'heure de trop"", 'nouveau monde', 'pascal praud', ""l'heure des pros"", 'debat', 'islam', 'parodie', 'israel', 'palestine', 'djellaba', 'islamique', 'vetement', 'lastella', 'zemmour', 'comedy', 'comedie', 'humour', 'rap', 'freestyle', 'booska p', 'interview', 'fougasse', 'streaming', 'react', 'reaction', 'avis']",3
51,51,QdBZY2fkU-0,1702955597.5071402,2023-12-04T15:07:10-08:00,10.3M subscribers,1,90,Recently Trending,Gaming,FR,"153,170,490 views",10M,832K,True,"['Rockstar Games', 'Grand Theft Auto VI', 'GTAVI', 'GTA 6', 'GTA Six', 'Grand Theft Auto', 'GTA', 'Vice City', 'Leonida']",3
52,52,LnW-DwBrWLk,1702955597.5071402,2023-12-17T07:59:59-08:00,4M subscribers,2,827,Recently Trending,Comedy,FR,"499,727 views",40K,565,True,,3
53,53,9gAADPMt1FU,1702955597.5071402,2023-12-17T10:28:05-08:00,724K subscribers,3,1056,Recently Trending,Comedy,FR,"338,112 views",58K,1.3K,True,,3
54,54,K4GQRiuNpP0,1702955597.5071402,2023-12-17T08:00:33-08:00,1.99M subscribers,4,2773,Recently Trending,Howto & Style,FR,"307,450 views",13K,440,False,,3
55,55,6oLB9vDNvI0,1702955597.5071402,2023-12-15T09:47:00-08:00,2.1M subscribers,5,394,Recently Trending,Entertainment,FR,"701,513 views",17K,616,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",3
56,56,HCJ2WHNpQqc,1702955597.5071402,2023-12-15T03:00:17-08:00,1.2M subscribers,6,171,Recently Trending,Music,FR,"510,419 views",33K,935,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",3
57,57,pFpjyAp8aJ0,1702955597.5071402,2023-12-13T03:00:46-08:00,706K subscribers,7,7828,Recently Trending,Entertainment,FR,"529,995 views",19K,374,True,['Zack Nani'],3
58,58,zePFAZMUnbU,1702955597.5071402,2023-12-08T09:18:08-08:00,4.91M subscribers,8,2314,Recently Trending,Howto & Style,FR,"2,229,784 views",76K,819,True,"['Fastgoodcuisine', 'Fastgood', 'Fastfood', 'Qui est', 'Qui est l’imposteur', 'l’imposteur', 'Plat piégé', 'Piégé', 'Qui est le menteur', 'Le menteur', ""qui est l'imposteur"", 'Qui Aura Le Plat Piégé ?', ""qui aura l'objet piégé"", 'challenge', 'Qui est l’imposteur ?', 'inox', 'inoxtag', 'inoxtag imposteur', 'inoxtag fastgoodcuisine', 'fastgoodcuisine inoxtag', 'fastgoodcuisine inox', 'gurky', 'gurky fast food', 'gurky fastgoodcuisine', 'tacos piégé', 'fastfood piégé', 'gurky le murky']",3
59,59,dh8XxY717Gw,1702955597.5071402,2023-12-07T09:15:03-08:00,2.5M subscribers,9,1740,Recently Trending,Autos & Vehicles,FR,"3,198,420 views",324K,32K,True,"['vilebrequin', 'voiture', 'automobile', 'essai', 'test', 'vultech', 'vilbrequin', 'multipla', 'xantia', 'mécanique', ""dos d'âne"", 'dodane', 'dodane 130', 'dos dane 130', ""vilebrequin dos d'ane"", ""vilebrequin dos d'âne"", ""dos d'ane 170"", 'vilebrequin bus', 'drift', 'drole', 'fun', 'squeezie', 'amixem', 'joyca', '1000tipla', 'vilebrequin bourré', ""dos d'âne 170"", '1ÈRE 130', 'top gear', 'crash', 'accident', 'jump', 'drift bus', 'dodane 170', 'mcfly', 'fin vilebrequin', 'vilebrequin fini', 'arret vilebrequin', 'vilebrequin drama', 'vilebrequin fin', 'dernière video']",3
60,60,OBgUnwkPivg,1702955597.5071402,2023-12-15T09:22:32-08:00,1.95M subscribers,10,509,Recently Trending,People & Blogs,FR,"864,151 views",5.8K,657,False,"['guy marchand', 'hommage', 'patrick sébastien']",3
61,61,WB9wpwPVzyY,1702955597.5071402,2023-12-08T09:00:37-08:00,6.84M subscribers,11,229,Recently Trending,Music,FR,"7,512,407 views",138K,1.1K,True,"['JuL', 'Alonzo', 'La fusion', 'Clip Officiel', 'La Route Est Longue', 'LREL']",3
62,62,aZOiDNzoeWQ,1702955597.5071402,2023-12-17T02:17:24-08:00,9.19M subscribers,12,1679,Recently Trending,Entertainment,FR,"986,655 views",64K,1.7K,True,"['michou', 'roue', 'tournes', 'souffres', 'vidéo', 'Tu']",3
63,63,oByOOqDerrM,1702955597.5071402,2023-12-15T10:00:06-08:00,1.15M subscribers,13,1800,Recently Trending,Entertainment,FR,"394,764 views",25K,327,False,,3
64,64,XE_IK7ouDuc,1702955597.5071402,2023-12-07T15:00:18-08:00,95.8K subscribers,14,238,Recently Trending,Music,FR,"2,815,293 views",66K,2.1K,False,"['dadju i love you', 'tayc i love you', ""et si je te dit que je t'aime"", 'dadju tayc', 'tayc dadju', 'dadju tayc album', 'tayc dadju album', 'projet commun tayc dadju', 'projet commun dadju tayc', 'tayc dadju album commun', 'dadju tayc album commun', 'tayc dadju paroles', 'dadju tayc paroles']",3
65,65,_Gv62FX9fFc,1702955597.5071402,2023-12-07T09:30:05-08:00,53.5K subscribers,15,2669,Recently Trending,Entertainment,FR,"1,664,039 views",51K,1K,False,"['Loris', 'giuliano', 'istanbul', 'station service', 'roman frayssinet', 'finale ldc', 'league des champions']",3
66,66,F8lPTlpThEo,1702955597.5071402,2023-12-08T09:01:00-08:00,1.31M subscribers,16,203,Recently Trending,Music,FR,"1,242,751 views",63K,1.5K,False,"['Zola', 'Koba', 'Koba Ła D', 'Kobalad', 'zola x koba Ła d', 'zola feat koba Ła d', 'aller sans retour', 'allersansretour', 'tiakoxgazo', 'Tiago x gazo', 'mlgx', 'La melo est gangz', 'Tiakola feat gazo', 'Zola feat koba aller sans retour', 'zola feat koba Ła d aller sans retour', 'Zola - Koba LaD', 'TruthRecords', 'BMF', 'Truth Records', 'AWA', 'AWA GANG', 'KORE', 'GAZO TIAKOLA', 'ALBUM COMMUN', 'Tiakola - Gazo', 'Gazo Tiakola']",3
67,67,EUtsTZK0YuY,1702955597.5071402,2023-12-15T08:00:14-08:00,627K subscribers,17,1106,Recently Trending,Entertainment,FR,"776,752 views",20K,1.2K,True,"['jai construit une piece secrete', 'jai construit une piece secrete dans ma maison de noel', 'jai construit une piece secrete maison', 'piece secrete maison', 'piece secrete maison de noel', 'piece secrete']",3
68,68,jclw_cAtcIg,1702955597.5071402,2023-12-15T09:00:09-08:00,226K subscribers,18,171,Recently Trending,Music,FR,"347,560 views",24K,947,False,,3
69,69,WnBynfbm4e8,1702955597.5071402,2023-12-13T14:30:33-08:00,985K subscribers,19,13791,Recently Trending,Sports,FR,"685,606 views",31K,109,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue des champions', 'champions league', 'ldc', 'paris saint germain', 'psg', 'paris', 'borussia dortmund', 'dortmund', 'psg dortmund', 'psg vs dortmund', 'paris dortmund', 'paris vs dortmund', 'paris sg dortmund', 'psg bvb', 'psg vs bvb', 'paris bvb', 'paris vs bvb', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'psg dortmund live', 'psg bvb live', 'paris dortmund live', 'psg dortmund en direct', 'live psg dortmund', 'psg live', 'dortmund live', 'psg match']",3
70,70,TAKjuokhpyg,1702955597.5071402,2023-12-15T09:00:02-08:00,4.39M subscribers,20,214,Recently Trending,Music,FR,"320,769 views",16K,688,False,"['lacrim', 'fugazi', 'en attendant corleone', 'plk', 'plk periph', 'kaaris', 'ninho', 'kerchak ziak', 'kerchak', 'lacrim rap', 'rap francais', 'lacrim baby gang', 'lacrim album', 'rap fr', 'rap', 'tendance rap', 'jul', 'jul alonzo', 'gazo', 'tiakola', 'gazo tiakola', 'zola koba la d', 'zola', 'koba la d', 'jul sdm', 'sdm', 'timal zed', 'mayo ninho', 'pnl']",3
71,71,6X1Ko_TExuM,1702955597.5071402,2023-12-16T03:45:00-08:00,34.8K subscribers,21,810,Recently Trending,Entertainment,FR,"300,851 views",5.7K,272,False,,3
72,72,YG3EhWlBaoI,1702955597.5071402,2023-12-14T18:31:24-08:00,3.22M subscribers,22,209,Recently Trending,Music,FR,"10,339,755 views",700K,81K,False,"['Playboi Carti', '2024', 'I AM MUSIC', 'MUSIC']",3
73,73,H8xAfHCfrng,1702955597.5071402,2023-12-14T09:36:15-08:00,3.33M subscribers,23,148,Recently Trending,Music,FR,"1,015,872 views",29K,1.6K,False,,3
74,74,0VRHcvALBTk,1702955597.5071402,2023-12-14T23:00:00-08:00,195K subscribers,24,322,Recently Trending,Howto & Style,FR,"465,318 views",2.1K,,False,,3
75,75,InIdV5yM1WQ,1702955597.5071402,2023-12-12T09:00:14-08:00,80.8K subscribers,25,2901,Recently Trending,Film & Animation,FR,"728,476 views",26K,624,True,"['Les produits laitiers', 'Amine', 'Billy', 'Ferme', 'Produits laitiers']",3
76,76,Ap7qPHeZcgM,1702955597.5071402,2023-12-16T23:18:06-08:00,1.38M subscribers,26,481,Recently Trending,Entertainment,FR,"328,412 views",5K,354,False,"['colby covington', 'donald trump', 'droitufc', 'leon edwards', 'mma', 'sports de combat', 'ufc']",3
77,77,vvnlLGFv2mI,1702955597.5071402,2023-12-17T03:00:45-08:00,1.54M subscribers,27,2208,Recently Trending,Autos & Vehicles,FR,"597,415 views",43K,1.2K,True,,3
78,78,6I5Xg7gz2CM,1702955597.5071402,2023-12-09T04:30:03-08:00,1.3M subscribers,28,1890,Recently Trending,Entertainment,FR,"831,477 views",43K,1.3K,True,"['boucher', 'français', 'japon', 'viande', 'louis']",3
79,79,xu27rO4j1zc,1702955597.5071402,2023-12-15T09:00:07-08:00,352K subscribers,29,180,Recently Trending,Music,FR,"459,566 views",8.3K,266,False,"['we renoi', 'WE RENOI', 'We Renoi - Guadalajara (Clip Officiel)', 'WE RENOI 2021', 'we renoi 2021', 'we renoi officiel', 'we renoi clip', 'we renoi rap français', 'we renoi nouveauté rap', 'we renoi rap', 'we renoi clip rap français', 'we renoi video clip']",3
80,80,Rk8rSD1ryeI,1702955597.5071402,2023-12-13T10:00:18-08:00,342K subscribers,30,2562,Recently Trending,Entertainment,FR,"317,859 views",17K,1.2K,False,,3
81,81,QXFuHrFzeiQ,1702955597.5071402,2023-12-03T04:05:17-08:00,5.94M subscribers,31,2753,Recently Trending,Entertainment,FR,"2,329,497 views",143K,2.4K,True,"['Joyca', 'video', 'reaction', 'Français', 'blindtest', 'moyen age', 'medieval', 'seb', 'sofyan', 'musique']",3
82,82,SG065LnQ08Q,1702955597.5071402,2023-12-16T10:02:38-08:00,688K subscribers,32,1941,Recently Trending,Entertainment,FR,"195,175 views",14K,200,True,"['billy', 'rebeudeter', 'jeu', 'jeux', 'horreur', 'fears', 'to', 'fantom', 'fathom', 'live', 'twitch', 'rediff', 'rediffusion', 'react']",3
83,83,yXuEz2Az0Pw,1702955597.5071402,2023-12-13T07:15:04-08:00,475K subscribers,33,1104,Recently Trending,Gaming,FR,"326,266 views",26K,644,True,"['Savun', 'Test en carton', 'TEC', 'avis', 'critique', 'review', 'savun', 'vayke', 'test', 'tec', 'test en carton', 'video test', 'ajestic', 'test dark souls', 'dark souls 3', 'dark souls 2', 'test starfield', 'avis starfield', 'starfield', 'bethesda', 'tod howard', 'todd howard', 'skyrim', 'fallout', 'ovlibion', 'xbox', 'phil spencer', 'microsoft', 'xbox series x', 'xbox series', 'playstation', 'PS5', 'playstation 5']",3
84,84,FuNLTys8xtQ,1702955597.5071402,2023-12-17T07:41:08-08:00,2.51M subscribers,34,390,Recently Trending,Comedy,FR,"308,375 views",39K,619,True,"['kevin tran', 'kevin tran 陈科伟', 'rire jaune', 'le rire jaune', 'show jaune', 'le show jaune', 'kevin tran empereur', 'henry tran', 'cuisine', 'après mes toilettes', 'après mes toilettes ma cuisine', 'kevin tran cuisine', 'présentation de ma cuisine', 'cuisine tour', 'kitchen tour']",3
85,85,nxZsomptNw0,1702955597.5071402,2023-12-14T07:00:42-08:00,886K subscribers,35,157,Recently Trending,Music,FR,"536,946 views",13K,437,False,,3
86,86,CsypIF2PxhU,1702955597.5071402,2023-12-15T09:00:04-08:00,1.5M subscribers,36,1860,Recently Trending,Entertainment,FR,"203,870 views",24K,987,True,"['Henry', 'Le Rire jaune', 'Kevin Tran', 'Henry Tran', 'Cyprien', 'Locklear', 'Squeezie', 'Gotaga', 'Doigby', 'Mastu', 'Amixem', 'LOAT', 'Joyca', 'Théodore', 'Amine', ""Amine m'a tué"", 'Francis Ngannou', 'SEB', 'A CONTRE COURANT', 'MMA', 'UFC', 'Jon Jones', 'La sueur', 'RMC SPORT', 'PFL', 'Tyson Fury', 'Boxing', 'Cameroune', 'Documentaire', 'Afrique', 'Seb la frite', 'Léna situation', 'Histoire', 'Mike Tyson', 'Mohammed Ali', 'Boxe anglaise', 'Ciryl Gane', 'Cedric Doumbe', 'Le Flash Back', 'Boxing Academy France']",3
87,87,AzmDNvoQc0g,1702955597.5071402,2023-12-14T15:01:09-08:00,2.47M subscribers,37,207,Recently Trending,Music,FR,"317,238 views",6.5K,339,False,"['Djadja', 'Dinaz', 'Alpha', 'Hip hop', 'rap', 'carré music', 'allpoints', 'planète rap', 'Djadja dinaz', 'aïcha', 'elle est sensible']",3
88,88,jx2p0Z6ITuA,1702955597.5071402,2023-12-14T03:00:38-08:00,932K subscribers,38,194,Recently Trending,Music,FR,"155,625 views",6.1K,998,False,"['Rohff', 'Francis Aboikoni', 'Housni Mkouboi', 'Loyauté']",3
89,89,X3iJvZNDp9Y,1702955597.5071402,2023-12-02T03:00:27-08:00,602K subscribers,39,4750,Recently Trending,Entertainment,FR,"1,925,705 views",90K,608,True,"['RASKA', 'Joyca', 'Djilsi', 'Maxime Biaggi', 'Le pire', 'vends ton skeud', 'mastu', 'michou', 'theodort']",3
90,90,BOQ1FdoBBmI,1702955597.5071402,2023-12-16T00:59:24-08:00,850K subscribers,40,719,Recently Trending,Film & Animation,FR,"250,180 views",30K,1.1K,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",3
91,91,UUYtl783ZS0,1702955597.5071402,2023-12-05T10:00:20-08:00,442K subscribers,41,7361,Recently Trending,Music,FR,"841,917 views",23K,696,True,"['humour', 'emission', 'lateshow', 'live', 'stream', 'streaming', 'interview', 'happening', 'maximebiaggi', 'grimkujow', 'twitch']",3
92,92,n_Dd7h_7cOM,1702955597.5071402,2023-12-15T09:00:47-08:00,987K subscribers,42,181,Recently Trending,Music,FR,"272,699 views",8.3K,171,False,"['filtré', 'timal filtré', 'timal gazo', 'gazo filtré', 'timal', 'timal caméléon', 'booba caméléon', 'timal booba', 'timal gazo filtré', 'timal booba caméléon', 'timal vatos', 'timal chien', 'sdm bolide allemand', 'timal la 15', 'timal la 16', 'timal la 14', 'Timal zed', 'zed timal', 'timal feat zed', 'zed feat timal', 'timal sur écoute', 'sur écoute timal', 'zed sur écoute', 'sur écoute zed', 'timal zed écoute', 'écoute zed timal', 'clip timal zed', 'timal zed clip', 'clip zed timal', 'zed timal clip', 'gazo timal', 'booba timal']",3
